customer_id,full_name,gender,age,region,city,phone_number,email,sim_type,plan_name,plan_price,activation_date,contract_length_months,monthly_data_used_gb,monthly_voice_minutes,monthly_sms_count,monthly_bill_amount,payment_method,payment_status,last_payment_date,device_type,device_brand,network_type,customer_service_calls,complaint_type,satisfaction_score,churn_status,signup_channel,referral_code,account_balance
CUST10195,Zainab Ahmed,M,74,Nugaal,Kismayo,252475541108,zainab.ahmed760@hotmail.com,postpaid,Family Share,12,2024-04-22,6.0,1.72,2465,61,11.15,zaad,Failed,2024/06/02,Tablet,Xiaomi,3G,4,Network Issue,2,No,Referral,,172.96
CUST10465,Ibrahim Nur,F,27,Hiiraan,Galkayo,0857606349,ibrahim.nur999@gmail.com,Postpaid,Weekend Booster,2,09-04-2023,,1.88,354,427,6.86,zaad,Pending,,Feature Phone,iPhone,4G LTE,9,SIM Swap,N/A,Y,Retail Store,,39.11
CUST12115,Hodan Yusuf,F,64,Nugaal,Burao,+252 81 182 4932,hodan.yusuf695@yahoo.com,  Prepaid  ,Business Pro,20,04-08-2023,24.0,0.66,1519,274,19.91 USD,zaad,Failed,2026/07/19,Mobile Hotspot,Nokia,2G,3,Billing Dispute,1,Yes,agent,,172.53
CUST15250,Rahma Xasan,male,37,Woqooyi Galbeed,Burao,0746190727,rahma.xasan992@,Postpaid,Business Pro,20,12-05-2024,,1.95,1631,274,19.87,Cash,Pending,2026-05-01,Smartphone,Infinix,2G,15,Slow Data,3,Y,Online,,2.54
CUST18799,Ahmed Cali,M,55,Togdheer,Galkayo,0793 107 940,ahmed.cali87@hotmail.com,Prepaid,Unlimited Max,$25.00,21/07/2025,24.0,2.59,2342,242,30.1,Zaad,Failed,2024/01/01,Mobile Hotspot,Huawei,4G,11,Slow Data,5,No,referral,,71.08
CUST17042,Hassan Ali,M,58,Lower Shabelle,Beledweyne,0073942484,hassan.ali64@yahoo.com,postpaid,Weekend Booster,2,19/12/2024,12.0,4.15,1200,43,4.22,Cash,Pending,,Smartphone,Infinix,2G,14,No Complaint,,Yes,CALL CENTER,REF6682,16.09
CUST12096,Ibrahim Abdullahi,M,60,Bari,Garowe,0201860321,ibrahim.abdullahi755@,postpaid,Unlimited Max,25,13-Dec-2025,24.0,3.45,686,242,25.85,Credit Card,Overdue,,Smartphone,Itel,4G,13,Slow Data,3,Y,Agent,,-9.27
CUST15682,Khadija Cali,male,60,Galguduud,Marka,0449 046 052,khadija.cali419@gmial.com,Postpaid,Data Saver,5,2021-03-21,12.0,9.85,1294,77,12.46,bank transfer,Overdue,2024-10-03,Mobile Hotspot,Nokia,4G LTE,0,No Complaint,3,Yes,Online,,22.06
CUST15212,Liban Nur,Female,26,Galguduud,Burao,+252351953349,liban.nur252@gmial.com,  Prepaid  ,Family Share,12,09/06/2020,6.0,1.58,1318,426,13.01,zaad,Failed,07/09/2024,Tablet,Huawei,4G LTE,6,No Complaint,5,0,call center,,20.7
CUST17804,Waris Abdullahi,Male,34,Mudug,Baidoa,252610254813,waris.abdullahi490@hotmail.com,Prepaid,Basic Talk,3,2025/02/11,0.0,0.49,2566,356,6.38,sahal,Paid,03-11-2026,Tablet,Nokia,4G LTE,1,Slow Data,4,0,Retail Store,,22.4
CUST10716,Halima Hussein,Male,19,bay,Burao,+252280587777,halima.hussein688@gmial.com,POSTPAID,Business Pro,20,2021-02-15,24.0,7.1,2457,465,24.36,cash,Overdue,11-Jan-2026,Smartphone,Infinix,3G,1,SIM Swap,N/A,Yes,  Online  ,,184.04
CUST19020,Warsame Osman,M,67,Hiiraan,Galkayo,0777968073,warsame.osman14@hotmail.com,Prepaid,Business Pro,20,12-15-2022,12.0,1.27,1986,88,21.92,Zaad,Overdue,08/11/2026,Tablet,Xiaomi,4G,14,None,5,No,Referral,,161.18
CUST19285,Said Farah,female,70,Sanaag,Marka,0807 138 350,said.farah365@,Postpaid,Basic Talk,3,2020-10-25,6.0,5.27,1821,23,8.26,Credit Card,Failed,04/11/2026,Tablet,Xiaomi,2G,10,Slow Data,4,N,referral,REF4186,109.52
CUST12284,Amina Abdullahi,male,58,Hiiraan,Baidoa,0516 750 045,amina.abdullahi389@,Postpaid,Data Saver,5,13/06/2022,12.0,0.6,2933,414,5.03,Credit Card,Pending,2026-01-03,Smartphone,Samsung,4G,13,Billing Dispute,4,0,REFERRAL,,168.72
CUST13621,Ubah Ahmed,F,62,Galguduud,Burao,+252332445075,ubah.ahmed602@hotmail.com,Postpaid,Data Saver,5,11-11-2024,,1.0,2054,182,9.29,ZAAD,Paid,09-23-2026,Tablet,Nokia,4G LTE,1,No Complaint,N/A,N,Online,REF4307,-12.76
CUST19024,Cabdi Sheikh,female,59,Bari,Bosaso,0509 382 450,cabdi.sheikh989@hotmail.com,Postpaid,Unlimited Max,25,10-06-2024,,2.92,685,339,28.29,Sahal,Paid,2026-04-05,Tablet,Infinix,2G,6,Billing Dispute,4,N,Referral,,76.43
CUST10844,Ikran Nur,Male,47,Galguduud,Beledweyne,+252 16 688 1303,ikran.nur618@gmail.com,Prepaid,Family Share,12,04-09-2024,24.0,0.64,628,189,13.39,Zaad,Pending,22-Oct-2026,Mobile Hotspot,Infinix,4G,15,None,,0,Call Center,,60.05
CUST18694,Zainab Ismail,Male,45,Sanaag,Garowe,0550 798 187,zainab.ismail690@,Postpaid,Business Pro,20,2025-02-23,6.0,2.93,500,266,20.92,Zaad,Overdue,28/09/2026,Mobile Hotspot,Samsung,4G LTE,8,Slow Data,4,1,Agent,,181.56
CUST14677,Waris Guled,F,33,Bari,Burao,+252 53 028 4595,waris.guled807@,POSTPAID,Business Pro,20,26-Apr-2024,,13.02,2587,109,26.78,credit card,Failed,2025-07-09,Tablet,Samsung,2G,10,SIM Swap,1,0,Retail Store,,186.09
CUST12468,Mustafa Dahir,Female,49,Lower Shabelle,Garowe,+252421164468,mustafa.dahir427@yahoo.com,postpaid,Unlimited Max,25,06-Jul-2021,,2.58,1386,102,28.79,EVC PLUS,Paid,2025/08/02,Mobile Hotspot,Infinix,4G LTE,13,Network Issue,5,1,Online,,157.44
CUST18815,Liban Aden,F,59,Togdheer,Garowe,0245 301 856,liban.aden113@yahoo.com,Prepaid,Student Plan,4,21/11/2021,,4.94,926,133,6.05,Sahal,Overdue,22-Nov-2025,Mobile Hotspot,Infinix,4G,3,Billing Dispute,3,N,Online,,133.19
CUST15144,Samira Yusuf,M,54,Hiiraan,Jowhar,0575 490 663,,postpaid,Student Plan,4,06-20-2025,,2.09,466,221,9.22,EVC PLUS,Pending,09-06-2026,Feature Phone,Xiaomi,4G,5,None,2,1,Referral,,30.61
CUST14485,Warsame Warsame,male,71,Hiiraan,Kismayo,0312 599 899,warsame.warsame249@gmial.com,Postpaid,Family Share,12,06-04-2024,0.0,5.42,1112,487,18.5,Zaad,Pending,05-Aug-2025,Mobile Hotspot,Infinix,4G,8,Slow Data,,Yes,RETAIL STORE,REF6905,71.8
CUST15068,Hassan Sheikh,Female,31,Bari,Baidoa,+252 80 773 7977,hassan.sheikh335@hotmail.com,Prepaid,Data Saver,5,2021-12-06,0.0,10.13,944,38,13.7,Zaad,Overdue,,Feature Phone,iPhone,4G,2,Slow Data,2,Y,Call Center,,83.2
CUST18006,Jamal Nur,Male,68,Lower Shabelle,Bosaso,0308105606,jamal.nur394@gmail.com,Prepaid,Weekend Booster,2,08/03/2022,12.0,5.65,364,95,4.09,Sahal,Failed,11-Jan-2024,Smartphone,Huawei,4G LTE,14,Call Drop,3,1,CALL CENTER,,186.39
CUST19979,Maryam Nur,M,24,Bari,Marka,+252318251302,,Prepaid,Student Plan,4,04-Jan-2023,12.0,4.02,2562,436,4.18,sahal,Failed,2026/11/09,Smartphone,Xiaomi,3G,9,Billing Dispute,1,No,referral,,109.83
CUST10472,Zainab Dahir,male,36,Banaadir,Mogadishu,0728895927,zainab.dahir430@gmial.com,Prepaid,Unlimited Max,25,2024-04-25,24.0,0.18,542,7,26.99,Zaad,Failed,,Feature Phone,Nokia,3G,8,SIM Swap,3,No,Agent,,123.21
CUST16652,Warsame Farah,male,51,Hiiraan,Mogadishu,+252224678644,warsame.farah314@hotmail.com,Postpaid,Business Pro,20,2024-11-12,6.0,1.55,441,90,21.25,Credit Card,Paid,02/01/2024,Smartphone,Huawei,4G,15,No Complaint,4,Yes,Referral,,15.62
CUST16209,Faisal Osman,male,24,Hiiraan,Berbera,+252317436572,faisal.osman108@gmial.com,Prepaid,Unlimited Max,25,17/04/2021,,0.21,1083,116,28.41,Credit Card,Failed,01-Aug-2025,Mobile Hotspot,Itel,4G,15,SIM Swap,2,N,Agent,REF4064,-4.3
CUST14671,Samira Hassan,Female,69,Bay,Baidoa,252376473334,samira.hassan964@yahoo.com,POSTPAID,Student Plan,4,04-Feb-2022,12.0,8.46,2727,35,8.31,Sahal,Pending,2025/06/12,Smartphone,Itel,2G,5,SIM Swap,3,N,call center,,184.68
CUST12400,Amina Dahir,Female,16,Jubbada Hoose,Burao,0368 545 129,amina.dahir300@gmial.com,PREPAID,Business Pro,20,05-28-2025,12.0,1.67,363,98,20.06,evc plus,Paid,19/12/2024,Smartphone,Nokia,4G LTE,2,SIM Swap,4,Y,  Call Center  ,,158.58
CUST16617,Tarik Sheikh,Male,53,Nugaal,Kismayo,0973 108 503,tarik.sheikh661@gmial.com,Prepaid,Weekend Booster,2,2025-04-23,,1.86,729,263,5.45,BANK TRANSFER,Overdue,11-08-2026,Mobile Hotspot,Tecno,4G,2,Slow Data,1,No,Online,,45.23
CUST13483,Jamal Aden,female,19,Bay,Baidoa,252570463441,jamal.aden483@hotmail.com,Prepaid,Data Saver,5,09-Apr-2020,24.0,10.17,2725,289,13.35,Credit Card,Paid,2025-02-25,Tablet,Tecno,2G,4,Billing Dispute,2,0,agent,REF2086,10.62
CUST16035,Nadifo Hassan,Female,49,Mudug,Marka,+252302959650,nadifo.hassan502@hotmail.com,Postpaid,Data Saver,5,2024/12/20,,1.08,519,154,8.59,Zaad,Overdue,28/10/2026,Smartphone,Tecno,4G,9,SIM Swap,,Y,Referral,REF3133,80.79
CUST19003,Abdi Dahir,female,30,Gedo,Jowhar,0233666026,abdi.dahir382@yahoo.com,Prepaid,Weekend Booster,2,2023/11/11,12.0,2.29,1575,174,5.52,SAHAL,Overdue,13-Mar-2024,Tablet,Itel,4G,10,Slow Data,1,0,ONLINE,,10.21
CUST14692,Bashir Xasan,male,34,Galguduud,Mogadishu,+252 44 272 3733,bashir.xasan357@hotmail.com,PREPAID,Family Share,12,2022/03/06,,1.69,1495,28,17.09,bank transfer,Paid,10/08/2026,Feature Phone,Infinix,3G,8,None,,1,Referral,,185.43
CUST17751,Zainab Ahmed,Male,46,Hiiraan,Garowe,252079950279,zainab.ahmed727@yahoo.com,POSTPAID,Student Plan,4,2020-04-25,,4.66,2297,401,6.16,Credit Card,Overdue,2026/11/29,Smartphone,,2G,3,Network Issue,N/A,1,Retail Store,,46.33
CUST14426,Ikran Jama,male,25,Jubbada Hoose,Bosaso,252431054262,ikran.jama373@,Prepaid,Family Share,12,23/11/2025,0.0,1.08,796,253,14.16,zaad,Pending,,Mobile Hotspot,Huawei,4G LTE,1,Network Issue,3,1,Agent,,164.79
CUST18216,Nasra Cali,male,20,Benadir,Jowhar,252353349746,nasra.cali924@yahoo.com,  Postpaid  ,Student Plan,4,2021/04/03,6.0,3.31,539,107,7.95,EVC PLUS,Paid,2026/09/12,Smartphone,iPhone,4G LTE,6,None,3,No,online,,-19.74
CUST13977,Samira Farah,Female,53,Mudug,Beledweyne,0309 785 618,samira.farah449@hotmail.com,Postpaid,Weekend Booster,2,2022-02-02,0.0,3.19,1957,307,7.91,EVC PLUS,Paid,2025-12-31,Smartphone,Nokia,4G LTE,5,Network Issue,2,1,  Call Center  ,REF6720,144.83
CUST10617,Bashir Hassan,F,75,BANAADIR,Beledweyne,0679486989,bashir.hassan530@gmail.com,POSTPAID,Student Plan,4,2021-03-12,24.0,1.3,16,385,3.15,Zaad,Overdue,2025/09/26,Feature Phone,Samsung,4G LTE,3,Network Issue,1,N,Retail Store,REF1853,198.39
CUST19049,Nadifo Xasan,female,72,Gedo,Bosaso,252755408474,,postpaid,Weekend Booster,2,06-01-2024,24.0,2.91,539,436,2.65 USD,EVC PLUS,Failed,14/11/2025,Feature Phone,Nokia,4G,0,SIM Swap,3,Y,AGENT,REF9781,2.16
CUST18134,Ubah Warsame,F,71,Hiiraan,Berbera,0949306687,ubah.warsame677@gmial.com,PREPAID,Student Plan,4,08-Jan-2020,0.0,4.58,116,105,9.14,Cash,Paid,2026/08/27,Feature Phone,Infinix,4G,13,SIM Swap,3,1,Agent,,19.03
CUST18412,Samira Jama,female,57,Mudug,Galkayo,+252558279779,samira.jama843@yahoo.com,POSTPAID,Family Share,12,2023/01/30,12.0,1.72,1669,340,12.5,Sahal,Paid,10-28-2026,Feature Phone,Tecno,4G LTE,5,No Complaint,N/A,0,  Referral  ,,50.47
CUST17019,Nadifo Warsame,male,46,Jubbada Hoose,Hargeisa,0351056593,nadifo.warsame486@gmail.com,PREPAID,Family Share,12,29-Nov-2020,6.0,5.51,1537,231,19.61,Credit Card,Failed,02-09-2024,Tablet,Huawei,4G LTE,6,Network Issue,1,No,  Online  ,REF9632,139.91
CUST10362,Faisal Aden,M,50,Hiiraan,Garowe,+252 76 694 7031,,Prepaid,Weekend Booster,2,2022/03/31,24.0,2.45,1791,455,3.98 USD,BANK TRANSFER,Pending,2026-08-30,Smartphone,Huawei,4G LTE,13,Slow Data,1,Y,Agent,,-5.08
CUST18028,Rahma Ahmed,Female,39,Sanaag,Galkayo,0856138650,rahma.ahmed864@hotmail.com,Postpaid,Unlimited Max,25,11-Jan-2021,0.0,2.97,971,29,30.01,Sahal,Paid,2024-10-07,Tablet,Infinix,4G LTE,3,Call Drop,3,No,ONLINE,,158.82
CUST15499,Ahmed Ahmed,F,69,Nugaal,Marka,0361 860 984,,  Prepaid  ,Family Share,12,07-11-2023,12.0,4.0,2728,157,12.8,sahal,Overdue,2026/05/05,Feature Phone,Xiaomi,2G,5,SIM Swap,1,Yes,Online,,-9.97
CUST15453,Rahma Ahmed,M,45,Sanaag,Berbera,0099 514 577,rahma.ahmed378@hotmail.com,Postpaid,Family Share,12,05-05-2022,24.0,2.12,1121,98,12.72,EVC PLUS,Overdue,04-May-2024,Mobile Hotspot,Infinix,3G,4,Billing Dispute,3,0,Retail Store,REF1040,41.43
CUST10072,Layla Cali,F,27,Bari,Marka,+252855241406,layla.cali586@yahoo.com,Prepaid,Student Plan,4,2024/08/04,,0.02,2794,4,5.33,evc plus,Overdue,17-Jul-2025,Mobile Hotspot,Xiaomi,4G,6,Slow Data,3,0,Call Center,,2.51
CUST11307,Liban Aden,female,33,Mogadishu,Jowhar,0893 038 147,liban.aden53@hotmail.com,Prepaid,Weekend Booster,2,23-Jan-2022,,6.47,616,178,8.7,sahal,Failed,2024/01/12,Tablet,Xiaomi,3G,14,None,2,Yes,  Referral  ,,40.32
CUST13953,Zainab Warsame,male,24,Gedo,Galkayo,252538855517,zainab.warsame189@gmail.com,postpaid,Weekend Booster,2,17/04/2024,6.0,0.58,1855,490,5.6,ZAAD,Paid,28/02/2026,Feature Phone,,4G,11,None,4,Yes,Online,,51.44
CUST13641,Ahmed Osman,female,60,Sanaag,Mogadishu,+252 96 616 6870,ahmed.osman556@gmial.com,Postpaid,Unlimited Max,25,2022-07-24,24.0,9.56,2786,56,29.62,EVC Plus,Failed,2024/10/08,Tablet,iPhone,3G,3,Call Drop,4,N,Referral,,-16.67
CUST11051,Mohamed Hussein,female,40,Togdheer,Burao,+252536292135,mohamed.hussein103@gmail.com,prepaid,Unlimited Max,25,2023-08-29,,3.01,2157,146,28.07,sahal,Overdue,18/06/2026,Tablet,Infinix,2G,9,Slow Data,3,Y,Online,,59.36
CUST18783,Cabdi Nur,female,20,Jubbada Hoose,Berbera,0175237592,cabdi.nur117@gmial.com,Postpaid,Weekend Booster,2,18-Nov-2024,6.0,4.3,2236,334,6.3,Sahal,Overdue,2025/07/26,Tablet,Nokia,2G,9,Billing Dispute,5,1,online,,79.66
CUST13522,Mohamed Ahmed,F,50,Lower Shabelle,Kismayo,+252 95 387 0869,mohamed.ahmed190@yahoo.com,postpaid,Business Pro,20,2021-08-09,12.0,1.25,278,65,18.87,ZAAD,Paid,2026-02-08,Feature Phone,Infinix,4G LTE,15,Network Issue,1,0,Call Center,,83.44
CUST18061,Faisal Guled,M,32,Mudug,Garowe,+252204574116,faisal.guled707@gmail.com,Postpaid,Unlimited Max,25,24-Dec-2023,12.0,1.19,75,145,29.68,EVC PLUS,Pending,01-Apr-2026,Feature Phone,Huawei,2G,5,Slow Data,3,N,retail store,REF7705,79.71
CUST17507,Maryam Xasan,Female,32,Galguduud,Mogadishu,0103670654,maryam.xasan618@gmail.com,postpaid,Weekend Booster,2,2024-09-29,,1.58,81,355,7.43,  Bank Transfer  ,Pending,06-22-2025,Tablet,Samsung,4G LTE,8,SIM Swap,5,N,Call Center,,107.74
CUST18784,Warsame Ismail,female,58,Shabeellaha Hoose,Kismayo,0458 637 029,warsame.ismail249@,postpaid,Weekend Booster,$2.00,2023/07/21,,3.34,2526,215,-3.48 USD,credit card,Overdue,21-Aug-2026,Feature Phone,Huawei,4G LTE,8,Call Drop,N/A,0,Referral,,62.03
CUST12303,Qamar Dahir,Female,17,BAY,Hargeisa,0360 579 792,,Prepaid,Data Saver,5,03-13-2022,6.0,1.39,2850,82,4.7,cash,Overdue,20/07/2026,Feature Phone,Tecno,4G LTE,15,Call Drop,4,N,call center,,105.27
CUST17294,Hassan Nur,female,48,Lower Shabelle,Jowhar,+252953020418,hassan.nur515@gmial.com,Postpaid,Basic Talk,3,05-Feb-2020,12.0,0.7,1382,181,8.32,ZAAD,Overdue,2025/07/31,Mobile Hotspot,Infinix,3G,8,Slow Data,1,Y,Online,,1.12
CUST18535,Hodan Yusuf,female,24,Galguduud,Beledweyne,+252649672376,hodan.yusuf249@gmail.com,Prepaid,Family Share,12,2021-04-01,12.0,1.57,610,288,14.94,Cash,Overdue,2025/06/15,Smartphone,Nokia,2G,7,No Complaint,1,Yes,Call Center,,127.64
CUST11123,Said Nur,Male,56,Banaadir,Bosaso,+252 95 044 3271,said.nur572@gmail.com,Prepaid,Family Share,12,2022-12-16,24.0,6.63,1547,303,14.81,zaad,Paid,12-13-2026,Smartphone,Nokia,3G,4,Billing Dispute,5,Yes,Online,REF6245,86.21
CUST16731,Bashir Mohamud,Male,51,Nugaal,Beledweyne,0253666159,bashir.mohamud364@,  Postpaid  ,Student Plan,4,20/09/2020,24.0,1.01,1024,4,5.84,Credit Card,Pending,01-Mar-2024,Smartphone,iPhone,2G,15,Billing Dispute,2,1,Referral,,134.0
CUST15294,Fatima Ahmed,F,47,Galguduud,Galkayo,+252 78 165 1367,fatima.ahmed154@gmial.com,Postpaid,Unlimited Max,25,06-Mar-2024,,5.96,2387,223,-27.04,  EVC Plus  ,Failed,,Feature Phone,Nokia,2G,14,Network Issue,N/A,Yes,Retail Store,,155.27
CUST13089,Liban Osman,F,150,Sanaag,Kismayo,252578876760,liban.osman764@yahoo.com,Prepaid,Basic Talk,3,03-02-2023,6.0,1.17,2821,346,3.45,CREDIT CARD,Pending,,Feature Phone,Xiaomi,4G,5,No Complaint,2,N,Retail Store,REF1184,-11.57
CUST17411,Faisal Sheikh,Female,55,Hiiraan,Berbera,252947999211,faisal.sheikh658@yahoo.com,  Postpaid  ,Basic Talk,3,24-Dec-2022,0.0,2.37,2032,16,5.92,Bank Transfer,Failed,,Smartphone,Samsung,2G,10,None,3,No,Online,,66.9
CUST11510,Kaltuun Osman,Male,65,Benadir,Kismayo,0738016584,kaltuun.osman187@hotmail.com,postpaid,Basic Talk,3,15-Jul-2022,,6.71,2074,51,9.62 USD,Bank Transfer,Overdue,16-Jul-2024,Mobile Hotspot,Nokia,3G,4,Call Drop,2,No,Agent,,3.57
CUST12495,Cabdi Nur,Female,35,BAY,Burao,0942 096 257,cabdi.nur758@yahoo.com,Postpaid,Data Saver,5,23/11/2020,0.0,2.71,1503,299,10.29,cash,Paid,09-May-2026,Feature Phone,iPhone,3G,12,Billing Dispute,3,1,AGENT,,18.92
CUST17685,Mustafa Hassan,F,57,Hiiraan,Galkayo,+252732773791,mustafa.hassan526@yahoo.com,  Postpaid  ,Data Saver,5,15-Jun-2021,0.0,5.85,1846,103,12.68,SAHAL,Pending,14/10/2025,Smartphone,Huawei,4G LTE,5,SIM Swap,4,0,Agent,REF4163,172.92
CUST18652,Layla Xasan,Female,64,Bay,Burao,0151250529,layla.xasan180@yahoo.com,Postpaid,Family Share,12,2025-08-06,0.0,1.03,1281,7,17.15,EVC Plus,Failed,2024/06/11,Tablet,Infinix,3G,8,No Complaint,5,0,Referral,,176.91
CUST15505,Abdi Hussein,male,46,Nugaal,Galkayo,252783032190,abdi.hussein230@gmial.com,Postpaid,Business Pro,20,29-May-2025,0.0,0.8,1450,345,23.64,CREDIT CARD,Pending,02-Oct-2026,Smartphone,Itel,2G,4,Network Issue,4,N,Referral,,183.16
CUST10876,Waris Elmi,male,55,Hiiraan,Berbera,+252 29 464 0311,waris.elmi474@gmial.com,prepaid,Family Share,12,2021-01-27,0.0,5.03,944,288,18.21 USD,Sahal,Failed,2026/06/05,Tablet,Huawei,3G,6,No Complaint,4,Y,Agent,,45.98
CUST17625,Qamar Guled,Female,75,Hiiraan,Marka,0355122468,qamar.guled408@yahoo.com,prepaid,Family Share,12,01/05/2020,12.0,4.21,2924,76,17.26,Bank Transfer,Paid,2026-11-21,Smartphone,Infinix,4G LTE,3,Call Drop,4,No,Online,,40.44
CUST16673,Waris Xasan,M,35,Jubbada Hoose,Jowhar,0916 983 563,waris.xasan266@gmail.com,Postpaid,Business Pro,20,17/09/2023,24.0,0.26,2490,360,22.98,CREDIT CARD,Paid,08-02-2026,Feature Phone,iPhone,4G,7,SIM Swap,4,1,Online,,34.31
CUST11275,Khadija Hassan,Male,43,Togdheer,Marka,0726715691,khadija.hassan480@gmail.com,prepaid,Weekend Booster,2,2022/05/15,12.0,0.44,1198,40,6.37,Cash,Overdue,,Mobile Hotspot,Nokia,4G,5,Call Drop,3,No,RETAIL STORE,,83.28
CUST12339,Muna Warsame,male,70,Lower Shabelle,Mogadishu,252036647468,,Prepaid,Student Plan,4,15-Mar-2025,6.0,2.17,1984,242,3.38,credit card,Overdue,16-Jul-2025,Tablet,iPhone,3G,1,Call Drop,N/A,Yes,Online,,29.74
CUST12769,Nasra Guled,Female,48,Togdheer,Jowhar,0731 149 606,nasra.guled875@gmail.com,Prepaid,Unlimited Max,25,2020-07-11,24.0,4.55,1842,108,26.79,cash,Pending,21-Jun-2024,Smartphone,Samsung,3G,13,Slow Data,1,N,Retail Store,,191.75
CUST10199,Ikran Aden,M,37,Shabeellaha Hoose,Bosaso,0810 018 418,ikran.aden935@yahoo.com,prepaid,Business Pro,20,20/03/2023,24.0,6.05,2928,421,27.34,ZAAD,Overdue,2025-11-14,Tablet,Tecno,2G,4,Billing Dispute,4,1,Agent,,13.05
CUST11147,Jamal Ismail,Male,27,Lower Shabelle,Baidoa,0502 450 632,jamal.ismail975@gmail.com,postpaid,Family Share,12,2024/10/16,12.0,4.3,1227,195,15.91,Credit Card,Overdue,09-02-2024,Feature Phone,Huawei,2G,0,Network Issue,N/A,Yes,retail store,REF8267,37.88
CUST12064,Cabdi Jama,Female,45,Nugaal,Jowhar,0698 751 464,,postpaid,Family Share,12,2020-10-18,6.0,0.21,217,37,14.79,Cash,Failed,2025/08/24,Mobile Hotspot,Samsung,2G,5,Billing Dispute,N/A,Yes,Call Center,,117.69
CUST11824,Samira Hassan,Female,34,Jubbada Hoose,Galkayo,0707702147,samira.hassan871@hotmail.com,Prepaid,Student Plan,4,28/07/2021,24.0,4.13,2310,114,4.93,Credit Card,Overdue,2026-07-06,Mobile Hotspot,iPhone,4G LTE,15,None,4,Yes,Referral,,195.36
CUST11770,Maryam Osman,Female,35,Hiiraan,Hargeisa,+252789177102,maryam.osman548@,POSTPAID,Basic Talk,3,23-Apr-2023,0.0,2.46,2341,102,5.92,Cash,Failed,11-26-2024,Mobile Hotspot,Xiaomi,2G,13,Call Drop,3,Y,Retail Store,,15.96
CUST18470,Amina Ahmed,female,34,Hiiraan,Beledweyne,+252090505137,,Postpaid,Business Pro,20,08-26-2025,24.0,0.99,1398,24,24.07,Credit Card,Overdue,2024/08/08,Feature Phone,Nokia,4G LTE,9,SIM Swap,3,No,Call Center,REF4456,190.83
CUST19362,Samira Sheikh,M,41,Galguduud,Bosaso,0585979773,samira.sheikh849@hotmail.com,Prepaid,Student Plan,4,2022-04-30,0.0,2.17,553,192,6.75,Bank Transfer,Overdue,15/01/2025,Mobile Hotspot,iPhone,4G,11,None,5,Yes,CALL CENTER,,67.39
CUST10414,Sahra Ismail,Female,45,Sanaag,Kismayo,0629420661,sahra.ismail639@gmial.com,Prepaid,Unlimited Max,25,07/03/2022,6.0,4.0,165,22,26.91,Credit Card,Paid,20/06/2024,Feature Phone,Infinix,2G,11,No Complaint,3,1,Retail Store,,171.34
CUST18181,Zainab Ali,Female,28,Bay,Bosaso,+252304193403,zainab.ali28@,Postpaid,Data Saver,5,01-07-2025,12.0,0.66,2840,290,6.37,Sahal,Failed,15/05/2026,Smartphone,Itel,3G,1,None,4,1,retail store,REF2928,140.44
CUST18635,Nasra Hassan,female,57,Banaadir,Berbera,0917 170 873,nasra.hassan794@gmial.com,Prepaid,Student Plan,4,04-Feb-2020,0.0,6.62,1274,380,9.7,Sahal,Pending,30/10/2026,Tablet,Infinix,2G,7,No Complaint,N/A,Y,online,,28.92
CUST17665,Nadifo Ismail,male,150,Sanaag,Garowe,+252215088065,nadifo.ismail431@gmail.com,Prepaid,Business Pro,20,04-23-2023,12.0,1.3,846,114,19.14,Sahal,Paid,11-May-2024,Smartphone,Huawei,4G,2,Slow Data,4,N,Online,,158.29
CUST18560,Liban Elmi,Female,23,Sanaag,Marka,+252 14 933 4495,liban.elmi844@yahoo.com,Postpaid,Unlimited Max,25,2020/08/02,,0.75,96,409,24.55,Sahal,Paid,06/10/2025,Mobile Hotspot,Tecno,4G LTE,1,Slow Data,1,N,online,,191.97
CUST19077,Muna Yusuf,M,50,Bari,Hargeisa,0427 813 303,muna.yusuf105@yahoo.com,Prepaid,Weekend Booster,2,01-Oct-2022,,5.76,6,449,7.44,zaad,Paid,01-20-2026,Mobile Hotspot,Itel,4G LTE,14,None,5,Y,Online,,1.88
CUST17516,Maryam Nur,M,53,Lower Shabelle,Kismayo,252374923057,maryam.nur769@gmial.com,POSTPAID,Business Pro,20,2022/04/15,6.0,1.34,388,79,19.9,EVC Plus,Failed,03-May-2025,Tablet,iPhone,4G,15,No Complaint,N/A,1,Agent,REF2712,116.18
CUST15973,Maryam Nur,Female,23,Togdheer,Garowe,0744 588 100,maryam.nur462@gmial.com,  Prepaid  ,Business Pro,20,2025-01-31,12.0,7.59,1065,186,23.52,  Credit Card  ,Overdue,2025-07-04,Tablet,Itel,2G,7,SIM Swap,2,0,CALL CENTER,,-8.03
CUST13834,Ubah Cali,F,75,Togdheer,Baidoa,0645 504 014,ubah.cali912@gmial.com,Postpaid,Weekend Booster,2,11-Nov-2022,12.0,2.46,703,41,3.46,CREDIT CARD,Paid,24/06/2026,Smartphone,Infinix,4G LTE,3,None,N/A,Yes,REFERRAL,REF2298,147.13
CUST13449,Khadija Guled,male,48,Bay,Galkayo,0430063293,khadija.guled803@gmial.com,Prepaid,Business Pro,20,2021-12-12,12.0,0.22,276,8,18.21,  Cash  ,Paid,2026-10-28,Mobile Hotspot,Nokia,2G,1,Billing Dispute,4,Yes,Online,,135.81
